Symbol,Beta,VolAvg,MktCap,LastDiv,companyName,currency,exchange,exchangeShortName,industry,website,description,CEO,sector,country,fullTimeEmployees,phone,address,city
MARKSANS.NS,1.358849,1633600,"26,155,163,648.00",0.25,Marksans Pharma Limited,INR,NSE,NSE,Drug Manufacturers—General,https://www.marksanspharma.com,"Marksans Pharma Limited, together with its subsidiaries, engages in the research and , development, manufacturing, marketing, distribution, and sale of generic pharmaceutical formulations in North America, Europe, the United Kingdom, Australia, New Zealand, and internationally. The company offers products in the analgesic, anti-inflammatory, benign prostatic hyperplasia, epilepsy, hyperparathyroidism, diabetic and antidiabetic, pain management, neurology, hormonal, antifungal, antiulcerative, cardiovascular and central nervous system, vitamin, cough and cold, dermatology, gastrointestinal, cephalosporin, injectable, antibacterial, hypertension, oncology, and antibiotics and anti-allergic therapeutic areas. It also provides contract research and manufacturing services, as well as distributes generic pharma products. Marksans Pharma Limited was incorporated in 1992 and is headquartered in Mumbai, India.",,Pharmaceuticals,IN,1138,912240012000,"21 Lotus Business Park, Off New Link Road,, Andheri (W)",Mumbai
OPTIEMUS.NS,1.275221,122319,"26,083,096,576.00",0,Optiemus Infracom Limited,INR,NSE,NSE,Electronics & Computer Distribution,https://www.optiemus.com,"Optiemus Infracom Limited engages in the trading of mobile handset and mobile accessories in India and internationally. The company also engages in the manufacture of mobile phones and tempered glass. In addition, it operates Biddr, a hotel booking platform; MadForNails, a platform to provide personalized nails; 87 multi-brand telecom retail stores under the Mobiliti World name; and 135 telecom stores under the UniverCell name. The company was formerly known as Akanksha Cellular Limited and changed its name to Optiemus Infracom Limited in June 2011. Optiemus Infracom Limited was incorporated in 1993 and is based in Noida, India.",,Electrical Equipment,IN,72,911129840905,"K-20, Second Floor, Lajpat Nagar - II",New Delhi
SHARDAMOTR.NS,1.723008,37509,"25,886,642,176.00",2.63,Sharda Motor Industries Limited,INR,NSE,NSE,Auto Parts,https://www.shardamotor.com,"Sharda Motor Industries Limited manufactures, assembles, and sells auto components and white goods components to automobiles and electronics original equipment manufacturers in India. It offers exhaust systems for passenger vehicles, commercial vehicles, and tractors; suspensions systems, such as arm lower control comp, upper arm assy, rear and front suspension, front axle assy, and assy Lower link complete RH products. The company also provides canopies, seat trim and seat assemblies, rear seats, front cushions, hinge assly rear backs, frame comp rear backs, and risers, as well as catalytic converters, seat covers for two wheelers and four wheelers, and pressed part white goods products. The company also exports its products. Sharda Motor Industries Limited was incorporated in 1986 and is based in New Delhi, India.",Shri. Aashim Relan,Auto Components,IN,977,911147334100,"D-188, Okhla Industrial Area, Phase-I",New Delhi
LSIL.NS,0.877876,6047680,"25,882,501,120.00",0,Lloyds Steels Industries Limited,INR,NSE,NSE,Specialty Industrial Machinery,https://www.lloydsengg.in,"Lloyds Steels Industries Limited provides engineering products and services in India. It designs, engineers, manufactures, fabricates, supplies, erects, and commissions mechanical, hydraulic, structural, process plants, metallurgical, and chemical plants equipment, including marine loading/unloading arms, truck/wagon loading/unloading arms, columns, pressure vessels, dryers, boilers, power plant, and steel plant and capital equipment. The company also executes turnkey and EPC projects. It serves hydrocarbon; steel; nuclear power; marine; and port, jetty, and refinery industries. Lloyds Steels Industries Limited was founded in 1974 and is based in Mumbai, India. Lloyds Steels Industries Limited operates as a subsidiary of Shree Global Tradefin Limited.",,N/A,IN,157,912230418111,,Mumbai
SSWL.NS,0.813274,33525,"25,871,122,432.00",1,Steel Strips Wheels Limited,INR,NSE,NSE,Auto Parts,https://sswlindia.com,"Steel Strips Wheels Limited engages in the design, manufacture, and sale of steel wheel rims and alloy wheel rims for automotive vehicles in India and internationally. It offers its products for two and three wheelers, cars, multi utility vehicles, tractors, commercial vehicles, OTR vehicles, and trailers and caravan vehicles. The company was incorporated in 1985 and is headquartered in Chandigarh, India.",,Auto Components,IN,2171,911722792385,"S.C.O. 49-50, Sector 26, Madhya Marg",Chandigarh
GATI.NS,0.808849,1453651,"25,749,708,800.00",0,Gati Limited,INR,NSE,NSE,Integrated Freight & Logistics,https://www.gati.com,"Gati Limited, together with its subsidiaries, provides logistics solutions in India and internationally. The company operates through Express Distribution and Supply Chain, Fuel Stations, And Other segments. Its logistics solutions include express distribution, e-commerce logistics, air freight, supply chain management, and integrated freight forwarding. The company also operates fuel stations; and offers transportation and special services, trading and warehousing solutions, and GST solutions. It serves e-commerce, hospitality, healthcare, and electronics sectors. The company was founded in 1989 and is headquartered in Hyderabad, India.",Mr. Mahendra Agarwal,Logistics & Transportation,IN,46,914027844284,"20 Survey No12, Kothaguda, Kondapur",Hyderabad
RELINFRA.NS,1.978318,1141790,"25,667,823,616.00",0,Reliance Infrastructure Limited,INR,NSE,NSE,Utilities—Regulated Electric,https://www.rinfra.com,"Reliance Infrastructure Limited, an infrastructure company, generates, transmits, and distributes electrical power to residential, industrial, commercial, and other consumers in India. It operates through three segments: Power; Engineering and Construction (E&C); and Infrastructure. The Power segment operates a 220 MW combined cycle power plant at Samalkot, a 48 MW combined cycle power plant at Mormugao, and a 9.39 MW wind farm at Chitradurga. This segment also distribute power in Delhi; supplies power to residential, industrial, commercial, and other consumers; operates a 165 MW combined cycle power plant at Kochi; transmits power through its transmission networks in the states of Himachal Pradesh; and trades in power. The E&C segment offers value added services in construction, erection, commissioning, and contracting. The Infrastructure segment engages in the development, operation, and maintenance of toll roads, metro rail transit system, and airports. The company is involved in the exploration and production of 4 coal bed methane blocks covering an area of 3,266 square kilometers in Madhya Pradesh, Andhra Pradesh, and Rajasthan; an oil and gas block covering an area of 3,619 square kilometers in Mizoram; design, construction, and maintenance of 17.17 km length of Versova Bandra Sea Link in Maharashtra; and rehabilitation and upgradation of NH-66. In addition, it manufactures cement and defense systems; constructs smart city projects; and develops real estate and urban transport systems. Reliance Infrastructure Limited was incorporated in 1929 and is based in Mumbai, India.",Shri. Punit Garg,Utilities,IN,5718,912230098181,"Madhura Estate, Municipal No. 1-9/13/C,Plt No. 13 & 13 C, Madhapur Village",Mumbai
MSTCLTD.NS,1.128601,881997,"25,534,081,024.00",6.4,MSTC Limited,INR,NSE,NSE,Conglomerates,https://www.mstcindia.co.in,"MSTC Limited engages in marketing, e-commerce, and scrap recovery and allied job businesses in India. It is involved in the sourcing, purchase, and sale of industrial raw materials, such as heavy melting scrap, low-ash metallurgical coke, HR coil, naphtha, crude oil, coking coal, steam coal, line pipes, etc. for users, as well as traders in the steel, oil and gas, and private and public power sectors. The company also provides e-auction services for sale of ferrous and non-ferrous scraps, surplus stores, minerals, old plant and machineries, e-waste, coal and non-coal mine blocks, iron ore, pulses, grins, oil seeds, land parcels, agricultural produce, tea, gorgon nut, tendu leaves, timbers, and other forest produce, etc; and buildings, apartment, banks' NPAs and DRT, organic agri produce assets etc. In addition, it operates various other portals for petroleum products, organic farming, agricultural product trading, and other activities. Further, the company offers tender and auction, recycling, and e-procurement services. It serves central/PSUs/state government departments and private institutions. The company was formerly known as Metal Scrap Trade Corporation Limited and changed its name to MSTC Limited in September 1994. MSTC Limited was incorporated in 1964 and is headquartered in Kolkata, India.",,Trading Companies & Distributors,IN,335,913322900964,"225-C, A.J.C Bose Road",Kolkata
KOLTEPATIL.NS,1.140265,403779,"25,526,077,440.00",0,Kolte-Patil Developers Limited,INR,NSE,NSE,Real Estate—Development,https://www.koltepatil.com,"Kolte-Patil Developers Limited operates as a real estate company in India. It constructs and develops residential projects, commercial and retail projects, IT parks, and integrated townships; rents immovable properties; and provides project management services for managing and developing real estate projects. The company markets its projects under the Kolte-Patil and 24K brands. Kolte-Patil Developers Limited was incorporated in 1991 and is based in Pune, India.",Mr. Gopal Sarda,Real Estate,IN,558,912066226500,"8Th Floor,, City Bay, Dhole Patil Road",Pune
SPANDANA.NS,1.700905,261240,"25,389,651,968.00",0,Spandana Sphoorty Financial Limited,INR,NSE,NSE,Credit Services,https://www.spandanaindia.com,"Spandana Sphoorty Financial Limited engages in the microfinance business in India. The company provides income generation loans for low-income households; loans against the property; personal loans for business development, purchase of livestock, house construction/renovation, and other needs; gold loans for agriculture, business, and short-term liquidity needs; and interim loans, as well as business loans. It also offers loans for women to expand their existing income-generating activities, smoothening household cash flows, and acquiring productive assets. The company serves low-income customers in semi-urban and rural areas with approximately 982 branches. Spandana Sphoorty Financial Limited was founded in 1998 and is based in Hyderabad, India.",,Financial Services,IN,8323,914044386648,"Plot No.79, Vinayak Nagar, Care Crystal, Gachibowli",Hyderabad
GTLINFRA.NS,1.651769,47130381,"25,362,599,936.00",0,GTL Infrastructure Limited,INR,NSE,NSE,Communication Equipment,https://www.gtlinfra.com,"GTL Infrastructure Limited, an independent and neutral telecom tower company, builds, owns, operates, and maintains shared passive telecom infrastructure sites. The company provides telecom towers on a shared basis to various telecom operators to host their active equipment; and delivers uninterrupted power on towers. It operates a portfolio of approximately 28,000 telecom towers across 22 telecom circles in India. The company was formerly known as GTL Infras Engineering & Managed Network Services Limited and changed its name to GTL Infrastructure Limited in February 2005. The company was incorporated in 2004 and is headquartered in Mumbai, India.", A. Ravi,Telecommunication,IN,636,912222715000,"Electronic Sadan No 1, Midc Industrial Area, Mahape",Mumbai
GUFICBIO.NS,1.167256,434706,"25,216,047,104.00",0.1,Gufic Biosciences Limited,INR,NSE,NSE,Drug Manufacturers—Specialty & Generic,https://gufic.com,"Gufic Biosciences Limited engages in the research, development, manufacture, and marketing of active pharmaceutical ingredients (APIs), generic pharmaceuticals, and related services in India. It manufactures APIs and bulk drugs, such as antifungals, anesthetics, and intermediates for antifungals. The company also manufactures lyophilized injections, which include antibiotic, antifungal, cardiac, infertility, antiviral, and proton-pump inhibitor segments. In addition, it offers spark, criti care, aesthaderum, and ferticare pharmaceutical products; and herbal and personal care products. The company supplies its products to hospital chains and medical facilities. It also exports its products to countries across Asia, Africa, Latin American, and GCC markets. The company was founded in 1970 and is based in Mumbai, India.", Pranav Choksi,Pharmaceuticals,IN,1247,912267261000,"Gufic House, Sobhash Road, Vile Parle East",Mumbai
MOREPENLAB.NS,1.217256,2533829,"25,167,763,456.00",0,Morepen Laboratories Limited,INR,NSE,NSE,Drug Manufacturers—Specialty & Generic,https://www.morepen.com,"Morepen Laboratories Limited develops, manufactures, markets, and sells active pharmaceutical ingredients (APIs), branded and generic formulations, and home health products in India. The company offers APIs for anti-histaminic, anti-asthmatic, anti-hypercholesterolemic, anti-hypertensive, and anti-diabetic drugs; point of care and medical devices; and home diagnostic products, such as air purifiers, thermometers, stethoscopes, blood pressure monitors, pulse-oximeters, nebulizers, glucometers, strips, sanitizers, disinfectant solutions, masks and gloves, and others. It also provides Burnol, a burn cream; Lemolate for cough and cold; and Fiber-X, a sat isabgol; and formulations for gastro, antibiotics, vitamins, nutritional, and anti-diabetics, as well as cardiac. In addition, the company is involved in the product contract manufacturing and brand sharing businesses; and provision of over-the-counter products under the Dr. Morepen brand. It exports its products to approximately 75 countries. Morepen Laboratories Limited was incorporated in 1984 and is based in New Delhi, India.",,Pharmaceuticals,IN,1510,911123324443,"Village Malkumajra, Nalagarh Road,Baddi",New Delhi
FAIRCHEMOR.NS,0,27990,"25,134,893,056.00",3.5,Fairchem Organics Limited,INR,NSE,NSE,Specialty Chemicals,https://www.fairchem.in,"Fairchem Organics Limited manufactures and sells specialty oleo chemicals and intermediate nutraceuticals in India. It also provides nutraceuticals comprising mixed tocopherol and sterol concentrate; and oleo chemicals, such as dimer, linoleic, monomer, and distilled fatty acid products. The company was incorporated in 2019 and is based in Navi Mumbai, India.",,Basic Materials,IN,200,91 90 1632 4095,Plot No. A- 71,Navi Mumbai
INEOSSTYRO.NS,0.757522,31873,"25,072,764,928.00",202,INEOS Styrolution India Limited,INR,NSE,NSE,Chemicals,https://www.ineosstyrolutionindia.com,"INEOS Styrolution India Limited engages in the manufacture, trading, and sale of engineering thermoplastics in India and internationally. It operates in Specialties and Polystyrene segments. The company's products include Absolac, a plastic resin that is used for manufacturing of home appliances, automobile interiors and exteriors, consumer durables, business machines, and office equipment; Absolan, a polymerized plastic resin, which is primarily used in lightings, stationeries, novelties, refrigerators, cosmetic packing, industrial goods, electrical appliances, cosmetic jars, and household applications; and Luran, an acrylonitrile styrene acrylate polymer that is used for automobile interiors and exteriors, PVC cap stocks, and household applications. Its products also comprise Novodur, a material for heat resistance and aesthetics, which is used in automobile interiors and exteriors, housing vacuum cleaners, and coffee machines; general purpose polystyrenes, which are transparent polymers that are used in injection molding and extrusion applications to produce toys, CD cases, hangers, plastic cups, IT equipment, jewel boxes, disposable medical products, bath accessories, and garden equipment; and high-impact polystyrenes for use in the manufacture of single-use yogurt cups, electronic goods housings, refrigerator liners and parts, toys and stationery products, and household items, as well as food packaging products, such as cups, dishes, containers, yogurt bottles, etc. The company was formerly known as Styrolution ABS (India) Limited and changed its name to INEOS Styrolution India Limited in March 2016. INEOS Styrolution India Limited was incorporated in 1973 and is headquartered in Vadodara, India. INEOS Styrolution India Limited is a subsidiary of INEOS Styrolution APAC Pte Ltd.",Mr. Sanjiv Vasudeva,Chemicals,IN,434,912652355861,"ABS Tower, Old Padra Rd.",Vadodara
DAAWAT.NS,1.153982,2203251,"25,043,863,552.00",1,LT Foods Limited,INR,NSE,NSE,Packaged Foods,https://www.ltgroup.in,"LT Foods Limited engages in the milling, processing, marketing, storage, packing, and distribution of branded and non-branded basmati rice, and rice food products in India. The company provides basmati and non-basmati, brown, white, steamed, parboiled, organic, quick cooking, value added, flavored, specialty, arborio, jasmine, and fortified rice products. It also offers organic food and ingredient; and rice-based snacks, saute' sauces, ready to heat, and cuppa rice products. The company offers its food products primarily under the Daawat, Royal, Gold Seal Indus Valley, 817 Elephant, Heritage, Devaaya, Rozana, Ecolife, and Kari Kari brand names. It also distributes its products in the United States, Europe, the Middle East, and internationally. The company was formerly known as LT Overseas. LT Foods Limited was incorporated in 1990 and is based in Gurugram, India.",,Food Products,IN,2000,911243055100,"MVL-I park 4th Floor, Sector 15, Near 32nd Milestone",Gurgaon
JISLDVREQS.NS,1.513716,37541,"24,991,592,448.00",0,Jain Irrigation Systems Limited,INR,NSE,NSE,Farm & Heavy Construction Machinery,https://www.jains.com,"Jain Irrigation Systems Limited operates as a micro-irrigation company in India, Europe, North America, and internationally. The company operates through Hi-Tech Agri Input Products, Plastic, Agro Processing, and Other Business divisions. It provides drip irrigation, sprinkler irrigation, PE piping, and plumbing systems; and polyvinyl chloride plastic pipes and pipe fittings, and EX-CEL plastic sheets. The company also offers protected cultivation products, including greenhouses, poly houses and tunnels, and net houses; tissue culture plants for bananas, pomegranates, and strawberries; and solar photovoltaic modules, solar pumping systems and appliances, solar PV power plants, module mounting solutions, and water heating systems. In addition, it provides Jain Logic, a monitoring and control solution, as well as bio-fertilizers; and generates power through solar and biogas power plants. Further, the company is involved in the frozen fruits, onion, vegetable, and spice processing activities; and operation of vegetable and horticulture nurseries. Additionally, it manufactures and sells software and computer equipment for agriculture applications; and develops hardware and software for farm weather management. The company was founded in 1963 and is headquartered in Jalgaon, India.",,Industrials,IN,9281,91 25 7225 8011,Jain Plastic Park,Jalgaon
TVTODAY.NS,0.459292,369260,"24,961,968,128.00",2.5,T.V. Today Network Limited,INR,NSE,NSE,Broadcasting,https://aajtak.intoday.in,"T.V. Today Network Limited, together with its subsidiaries, engages in television programming and broadcasting activities in India. The company operates through three segments: Television Broadcasting, Radio Broadcasting, and Newspaper Publishing. It operates Aaj Tak, a Hindi news channel; India Today Television, an English news channel; and Tez, a Hindi news channel. The company also operates three FM radio stations under the ISHQ 104.8 FM brand in Delhi, Mumbai, and Kolkata; and publishes newspapers in Hindi and English languages. The company was incorporated in 1999 and is based in Noida, India. T.V. Today Network Limited is a subsidiary of Living Media India Limited.",Mr. Vivek Khanna,Media,IN,1732,911204807100,"India Today Group Mediaplex, Fc-8, Sector 16A, Film City",Noida
MOLDTKPAC.NS,0.75,65323,"24,856,596,480.00",7,Mold-Tek Packaging Limited,INR,NSE,NSE,Packaging & Containers,https://moldtekpackaging.com,"Mold-Tek Packaging Limited manufactures and sells plastic packaging containers in India. It provides sanitizer containers, dispensing pumps, food containers, paint packaging products, lubricant packs, and bulk packaging products. The company was formerly known as Moldtek Plastics Limited and changed its name to Mold-Tek Packaging Limited in March 2010. The company was founded in 1986 and is based in Hyderabad, India.",,Packaging,IN,539,914040300330,"Plot No.700, Road No.36, Jubilee Hills",Hyderabad
VSTTILLERS.NS,1.138495,16816,"24,841,240,576.00",20,V.S.T. Tillers Tractors Limited,INR,NSE,NSE,Farm & Heavy Construction Machinery,https://www.vsttillers.com,"V.S.T. Tillers Tractors Limited engages in the manufacture and trading of agriculture machinery primarily in India. The company provides power tillers, tractors, rice transplanters, power reapers, rotary tillers, power weeders, attachments, and engines, as well as spares and lubes. It also offers diesel engine components, such as case covers, transmission and crank cases, camshafts, crank shafts, and connecting rods; and light engineering components comprising fuel pump clamps, balancer weights, hydraulic actuators, brake shoes and yokes, suspension links, and caliper levers. The company markets its products through a network of dealers and vendors. V.S.T. Tillers Tractors Limited also exports its products to European, Asian, and African markets. The company was incorporated in 1967 and is based in Bengaluru, India.",Mr. U. Subbaiah,Machinery,IN,588,918067141111,"Whitefield Road, Post Bx N.4801,Mdvpr PO.Dyvysndr Indl Ar",Bangalore
KRSNAA.NS,0,120776,"24,560,773,120.00",0,Krsnaa Diagnostics Limited,INR,NSE,NSE,Diagnostics & Research,https://krsnaadiagnostics.com,"Krsnaa Diagnostics Limited provides diagnostic services. The company offers a range of technology-enabled diagnostic services, such as radiology, pathology/clinical laboratory, and tele-radiology services to public and private hospitals, medical colleges, and community health centers. As of December 31, 2020, it operated 1,801 diagnostic centers in 13 states across India. The company was incorporated in 2010 and is based in Pune, India.",,Healthcare,IN,2053,91 20 4695 4695,"S.No.243,A-Hissa No.6/6",Pune
SUBROS.NS,1.069026,86546,"24,339,476,480.00",0.7,Subros Limited,INR,NSE,NSE,Auto Parts,https://www.subros.com,"Subros Limited manufactures and sells thermal products for automotive applications in India. The company offers compressors; automotive condensers; heating, ventilating, and air conditioning (AC) systems, such as heaters, evaporators, and blower units; tubes and hoses; bus ACs; driver cabin ACs for railway engines; commercial and residential ACs; transport refrigeration systems; truck cabin AC systems; and off-roader AC systems. It also exports its products. Subros Limited was incorporated in 1985 and is headquartered in New Delhi, India.",Mr. D. Reddy,Auto Components,IN,2776,911123414946,"LGF World Trade Centre, Barakhamba Lane",New Delhi
AUTOAXLES.NS,1.303982,29029,"24,262,610,944.00",4.5,Automotive Axles Limited,INR,NSE,NSE,Auto Parts,https://www.autoaxle.com,"Automotive Axles Limited manufactures and sells automotive components in India. It offers drive axles, front steer axles, defense axles, off-highway axles, non-drive axles, drum brakes, and disc brakes, as well as gearing, integral brake to axle design, weight option designs and driver operated locks, and others. The company primarily serves original equipment manufacturers. It also exports its products. The company was incorporated in 1981 and is based in Mysore, India.",,Auto Components,IN,1011,918212402582,"Off Hunsur Road, Hootagalli Industrial Area",Mysore
HCC.NS,1.602654,14597564,"24,173,625,344.00",0,Hindustan Construction Company Limited,INR,NSE,NSE,Engineering & Construction,https://www.hccindia.com,"Hindustan Construction Company Limited primarily provides engineering and construction services in India. It constructs roads, highways, expressways, bridges, elevated corridors, railways, metro rails, ports, and marine structures; dams, barrages, tunnels, powerhouses, shafts, and various underground works; and reactors, auxiliary buildings, spent fuel buildings, safety pump houses, and control buildings. The company also constructs integrated water supply systems, bulk water transmission projects, dams, barrages, irrigation, water treatment and sewage treatment plants, and aqueducts; and hydrocarbon, metals and process plants and factories, residential and commercial buildings, institutional buildings, and station buildings. In addition, it offers toll management, power development, real estate development, insurance auxiliary, information technology consulting, aircraft, township development, hotel, hospitality, entertainment, educational, retail and leasing, information and communication technology, housing, hostel, transport and tourism, city management, and parking services. Further, it engages in watersport, clubs, and adventure sports businesses; and the manufacture and sale of bamboo articles. Hindustan Construction Company Limited was founded in 1926 and is based in Mumbai, India.",Mr. Arjun Dhawan,Construction,IN,1163,912225751000,"Hincon House Tower B, LBS Rd, Gandhi Nagar, Vikhroli West",Mumbai
JAICORPLTD.NS,1.144247,2322206,"24,144,148,480.00",0.5,Jai Corp Limited,INR,NSE,NSE,Specialty Chemicals,https://www.jaicorpindia.com,"Jai Corp Limited primarily engages in the plastic processing business in India. It operates through five segments: Steel, Plastic Processing, Spinning, Assets Management Activity, and Real Estate. The company offers polypropylene and polyethylene woven products, including discharge, filling, lift loop, liner, and stites type flexible intermediate bulk containers and woven sacks; and fabrics, such as geo-textiles, industrial fabrics, and landscape textiles, as well as open, duffel, rigid standalone loop, and customized bags. It also produces, processes, and trades in steel products comprising cold rolled coils, and galvanized plain and corrugated sheets. In addition, the company produces spun yarn in blends consisting of polyester, polyester/viscose, viscose, acrylic, polyester/acrylic, and polyester/viscose/acrylic for various applications that include apparel, home furnishings, carpets, industrial applications, etc. Further, it engages in the special economic zone development, infrastructure, venture capital, land and buildings development, and investment advisory activities; and provision of masterbatches. The company also exports its products. Jai Corp Limited was incorporated in 1985 and is based in Mumbai, India.",Shri. Gaurav Jain,Packaging,IN,1724,912261155300,"11-B Mittal Towers, Free Press Journal Marg, Nariman Point",Mumbai
BESTAGRO.NS,-0.270796,58326,"24,115,230,720.00",2,Best Agrolife Limited,INR,NSE,NSE,Agricultural Inputs,https://www.bestagrolife.com,"Best Agrolife Limited manufactures and trades in agrochemical and pesticide products in India. It offers insecticides, herbicides, fungicides, and plant growth regulator (PGR) products in various technicals and formulations. The company's PGR products include various activators and soil conditioners. It offers its products through a network of distributors. The company was formerly known as Sahyog Multibase Limited and changed its name to Best Agrolife Limited in October 2019. Best Agrolife Limited was incorporated in 1992 and is based in New Delhi, India.",,Basic Materials,IN,160,91 11 4580 3300,"B-4, BhagwanDass Nagar",New Delhi
ATFL.NS,1.076548,8271,"24,083,218,432.00",3,Agro Tech Foods Limited,INR,NSE,NSE,Packaged Foods,https://www.atfoods.com,"Agro Tech Foods Limited, together with its subsidiaries, manufactures, markets, sells, and trades in food products and edible oils in India and internationally. It offers various oils, cooking sauces and meal kits, snacko, peanuts and chana, cereal snacks, and chocolate confectionery products, as well as peanut and almond butter, honey roast, hummus, and almond and hazelnut chocolatey spreads under the Sundrop brand; sunflower oil under the Crystal brand name; and instant, microwave, diet, and ready to eat popcorn, as well as sweet corn, extruded snacks, and nachoz under the ACT II brand. The company was incorporated in 1986 and is based in Gurugram, India. Agro Tech Foods Limited operates as a subsidiary of CAG-Tech (Mauritius) Limited.",Mr. Sachin Gopal,Food Products,IN,539,911244593700,"Tower C,15th Floor,Building No.10, DLF Phase -II, DLF Cyber City",Gurgaon
MAYURUNIQ.NS,0.93938,153211,"24,071,903,232.00",2,Mayur Uniquoters Limited,INR,NSE,NSE,Textile Manufacturing,https://www.mayuruniquoters.com,"Mayur Uniquoters Limited manufactures and sells coated textile fabrics in India and internationally. The company's products include artificial leather/foam leather, PVC Vinyl and PUsynthetic leather, and other substitutes of leather. Its products are used in footwear, furnishings, automotive OEM, automotive replacement, and automotive exports markets. Mayur Uniquoters Limited was incorporated in 1992 and is based in Jaipur, India.",Mr. Suresh Poddar,Chemicals,IN,513,911412361132,"28, 4th Floor, Lakshmi Complex, M.I. Road",Jaipur
BOMDYEING.NS,0.893362,5515600,"23,937,236,992.00",0.2,The Bombay Dyeing and Manufacturing Company Limited,INR,NSE,NSE,Textile Manufacturing,https://bombaydyeing.com,"The Bombay Dyeing and Manufacturing Company Limited produces and sells polyester staple fiber products in India. It operates through Real Estate, Polyester, and Retail/Textile segments. The company is also involved in the manufacture of textile grade PET chips; and retail of home textiles. In addition, it develops real estate properties, such as residences, offices, hotels, serviced apartments, hospitals, schools, and retail facilities. The company exports its products to Europe, North and South America, the Middle East, Africa, and Asia. The Bombay Dyeing and Manufacturing Company Limited was incorporated in 1879 and is headquartered in Mumbai, India.",Mr. Alokendra Banerjee,"Textiles, Apparel & Luxury Goods",IN,503,912266620000,"Neville House, J.N. Heredia Marg,, Ballard Estate",Mumbai
JISLJALEQS.NS,1.513716,3247507,"23,748,724,736.00",2,Jain Irrigation Systems Limited,INR,NSE,NSE,Farm & Heavy Construction Machinery,https://www.jains.com,"Jain Irrigation Systems Limited operates as a micro-irrigation company in India, Europe, North America, and internationally. The company operates through Hi-Tech Agri Input Products, Plastic, Agro Processing, and Other Business divisions. It provides drip irrigation, sprinkler irrigation, PE piping, and plumbing systems; and polyvinyl chloride plastic pipes and pipe fittings, and EX-CEL plastic sheets. The company also offers protected cultivation products, including greenhouses, poly houses and tunnels, and net houses; tissue culture plants for bananas, pomegranates, and strawberries; and solar photovoltaic modules, solar pumping systems and appliances, solar PV power plants, module mounting solutions, and water heating systems. In addition, it provides Jain Logic, a monitoring and control solution, as well as bio-fertilizers; and generates power through solar and biogas power plants. Further, the company is involved in the frozen fruits, onion, vegetable, and spice processing activities; and operation of vegetable and horticulture nurseries. Additionally, it manufactures and sells software and computer equipment for agriculture applications; and develops hardware and software for farm weather management. The company was founded in 1963 and is headquartered in Jalgaon, India.",,Machinery,IN,9281,912572258011,"Jain Plastic Park, N.H. No. 6, Bambhori, P.O. Box 72",Jalgaon
RAMCOIND.NS,1.031415,94024,"23,455,369,216.00",1,Ramco Industries Limited,INR,NSE,NSE,Building Products & Equipment,https://www.ramcoindltd.com,"Ramco Industries Limited engages in the building product, textile, and power generation businesses in India. The company offers fiber cement roofing sheets and calcium silicate boards; and various accessories and metal framing products. It also provides design and material consultancy, project execution, site quality assurance, and dry construction methods training services; and invests in securities. In addition, it operates 15 windmills with an installed capacity of 16.73 MW in Tirunelveli and Coimbatore Districts of Tamil Nadu; Chitradurga and Hassan Districts in Karnataka; and Kutch District in Gujarat. Ramco Industries Limited was incorporated in 1965 and is headquartered in Chennai, India.",,Construction,IN,1862,914428478585,"Auras Corporate Centre, 98-A, Dr. Radhakrishnan Rd, Mylapore",Chennai
ANANTRAJ.NS,0.832743,523984,"23,388,764,160.00",0.1,Anant Raj Limited,INR,NSE,NSE,Real Estate—Development,https://www.anantrajlimited.com,"Anant Raj Limited primarily develops and constructs information and technology parks, hospitality projects, residential townships, data centers, affordable housing, office complexes, shopping malls, and residential projects in Delhi, Haryana, Rajasthan, and the National Capital Region in India. It also leases and rents commercial properties. The company was formerly known as Anant Raj Industries Limited and changed its name to Anant Raj Limited in October 2012. Anant Raj Limited was founded in 1969 and is headquartered in New Delhi, India.",Shri. Amit Sarin,Real Estate,IN,211,911141540070,"E-2, ARA Center, Jhandewalan Extn.",New Delhi
APOLLOPIPE.NS,1.256194,111279,"23,273,553,920.00",0,Apollo Pipes Limited,INR,NSE,NSE,Building Products & Equipment,https://www.apollopipes.com,"Apollo Pipes Limited engages in the manufacturing and trading of polyvinyl chloride (PVC) pipes and fittings under the APL Apollo brand name in India and internationally. The company offers cPVC, uPVC, HDPE, and UPVC pipes and fittings; sprinkler and drainage systems; bath fittings, including faucets, cisterns, showers, seat covers, and other accessories; and solvent cement. Its products are used in urban infrastructure and construction, water management, and agriculture applications. The company was formerly known as Amulya Leasing and Finance Limited and changed its name to Apollo Pipes Limited in December 2017. Apollo Pipes Limited was incorporated in 1985 and is headquartered in New Delhi, India.",Mr. Virendra Verma,Building,IN,542,911202973411,"A- 140, Sector 136.",Noida
